b,37.33,6.5,u,g,m,h,4.25,t,t,12,t,g,00093,0,true
a,22.50,11,y,p,q,v,3,t,f,0,t,g,00268,0,false
a,24.33,2.5,y,p,i,bb,4.5,f,f,0,f,g,00200,456,false
b,17.08,0.25,u,g,q,v,0.335,f,t,04,f,g,00160,8,false
-,29.75,0.665,u,g,w,v,0.25,f,f,0,t,g,00300,0,false
a,25.08,2.54,y,p,aa,v,0.25,t,f,0,t,g,00370,0,true
b,34.00,5.5,y,p,c,v,1.5,f,f,0,t,g,00060,0,false
a,22.50,8.46,y,p,x,v,2.46,f,f,0,f,g,00164,0,true
a,33.92,1.585,y,p,ff,ff,0,t,f,0,f,g,00320,0,false
a,18.92,9,u,g,aa,v,0.75,t,t,02,f,g,00088,591,true
b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,00280,55,false
b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,00108,100,false
b,43.17,2.25,u,g,i,bb,0.75,t,f,0,f,g,00560,0,false
a,25.25,12.5,u,g,d,v,1,f,f,0,t,g,00180,1062,false
b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,00110,0,false
b,45.00,8.5,u,g,cc,h,14,t,t,01,t,g,00088,2000,true
a,21.67,11.5,y,p,j,j,0,t,t,11,t,g,00000,0,true
a,28.50,3.04,y,p,x,h,2.54,t,t,01,f,g,00070,0,true
b,33.17,3.04,y,p,c,h,2.04,t,t,01,t,g,00180,18027,true
b,24.58,13.5,y,p,ff,ff,0,f,f,0,f,g,-,0,false
a,18.83,4.415,y,p,c,h,3,t,f,0,f,g,00240,0,true
b,27.00,0.75,u,g,c,h,4.25,t,t,03,t,g,00312,150,true
b,33.17,3.165,y,p,x,v,3.165,t,t,03,t,g,00380,0,true
b,28.67,9.335,u,g,q,h,5.665,t,t,06,f,g,00381,168,true
b,42.00,9.79,u,g,x,h,7.96,t,t,08,f,g,00000,0,true
a,31.75,3,y,p,j,j,0,f,f,0,f,g,00160,20,false
a,36.00,1,u,g,c,v,2,t,t,11,f,g,00000,456,true
b,23.00,0.75,u,g,m,v,0.5,t,f,0,t,s,00320,0,false
b,36.17,5.5,u,g,i,bb,5,f,f,0,f,g,00210,687,false
a,28.08,15,y,p,e,z,0,t,f,0,f,g,00000,13212,true
b,22.83,3,u,g,m,v,1.29,t,t,01,f,g,00260,800,true
b,34.92,2.5,u,g,w,v,0,t,f,0,t,g,00239,200,true
b,28.75,1.165,u,g,k,v,0.5,t,f,0,f,s,00280,0,false
b,32.08,4,u,g,m,v,2.5,t,f,0,t,g,00360,0,true
b,32.75,2.335,u,g,d,h,5.75,f,f,0,t,g,00292,0,false
a,41.17,6.5,u,g,q,v,0.5,t,t,03,t,g,00145,0,true
b,37.50,1.125,y,p,d,v,1.5,f,f,0,t,g,00431,0,true
b,34.17,1.54,u,g,cc,v,1.54,t,t,01,t,g,00520,50000,true
a,47.75,8,u,g,c,v,7.875,t,t,06,t,g,00000,1260,true
b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,00640,4000,false
b,64.08,20,u,g,x,h,17.5,t,t,09,t,g,00000,1000,true
b,25.75,0.75,u,g,c,bb,0.25,t,f,0,f,g,00349,23,true
b,48.33,12,u,g,m,v,16,t,f,0,f,s,00110,0,true
b,19.33,9.5,u,g,q,v,1,t,f,0,t,g,00060,400,true
b,42.17,5.04,u,g,q,h,12.75,t,f,0,t,g,00092,0,true
b,43.00,0.29,y,p,cc,h,1.75,t,t,08,f,g,00100,375,true
b,30.17,0.5,u,g,c,v,1.75,t,t,11,f,g,00032,540,true
b,18.00,0.165,u,g,q,n,0.21,f,f,0,f,g,00200,40,true
b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,00200,1210,false
b,25.67,12.5,u,g,cc,v,1.21,t,t,67,t,g,00140,258,true
b,34.83,2.5,y,p,w,v,3,f,f,0,f,s,00200,0,false
b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,00400,0,false
a,-,1.5,u,g,ff,ff,0,f,t,02,t,g,00200,105,false
b,19.42,1.5,y,p,cc,v,2,t,f,0,t,g,00100,20,false
a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,00220,1000,false
b,17.58,10,u,g,w,h,0.165,f,t,01,f,g,00120,1,false
b,23.08,0,u,g,k,v,1,f,t,11,f,s,00000,0,false
b,22.50,11.5,y,p,m,v,1.5,f,f,0,t,g,00000,4000,false
a,24.75,13.665,u,g,q,h,1.5,f,f,0,f,g,00280,1,false
a,20.67,3,u,g,q,v,0.165,t,t,03,f,g,00100,6,true
b,49.58,19,u,g,ff,ff,0,t,t,01,f,g,00094,0,false
b,-,3,y,p,i,bb,7,f,f,0,f,g,00000,1,false
b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,00000,44,false
a,24.92,1.25,u,g,ff,ff,0,t,f,0,f,g,00080,0,false
a,44.17,6.665,u,g,q,v,7.375,t,t,03,t,g,00000,0,true
b,36.33,2.125,y,p,w,v,0.085,t,t,01,f,g,00050,1187,true
a,24.50,1.04,y,p,ff,ff,0.5,t,t,03,f,g,00180,147,false
b,21.17,0.875,y,p,c,h,0.25,f,f,0,f,g,00280,204,false
b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,00300,2,false
b,37.75,7,u,g,q,h,11.5,t,t,07,t,g,00300,5,false
b,40.58,5,u,g,c,v,5,t,t,07,f,g,00000,3065,true
a,27.58,3,u,g,m,v,2.79,f,t,01,t,g,00280,10,false
b,69.17,9,u,g,ff,ff,4,f,t,01,f,g,00070,6,false
a,50.08,12.54,u,g,aa,v,2.29,t,t,03,t,g,00156,0,true
a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,00000,2,false
a,16.50,1.25,u,g,q,v,0.25,f,t,01,f,g,00108,98,false
a,23.00,11.75,u,g,x,h,0.5,t,t,02,t,g,00300,551,true
b,20.42,1.835,u,g,c,v,2.25,t,t,01,f,g,00100,150,true
b,33.17,1.04,u,g,r,h,6.5,t,f,0,t,g,00164,31285,true
b,48.75,26.335,y,p,ff,ff,0,t,f,0,t,g,00000,0,false
b,39.17,2.5,y,p,i,h,10,f,f,0,t,s,00200,0,false
b,20.67,0.835,y,p,c,v,2,f,f,0,t,s,00240,0,false
b,20.42,7,u,g,c,v,1.625,t,t,03,f,g,00200,1391,true
b,23.08,11.5,u,g,i,v,3.5,t,t,09,f,g,00056,742,true
a,58.67,4.46,u,g,q,h,3.04,t,t,06,f,g,00043,560,true
b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,00240,1,false
a,30.50,6.5,u,g,c,bb,4,t,t,07,t,g,00000,3065,true
a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,00400,0,false
b,34.00,4.5,u,g,aa,v,1,t,f,0,t,g,00240,0,false
b,25.92,0.875,u,g,k,v,0.375,f,t,02,t,g,00174,3,false
a,22.67,0.335,u,g,q,v,0.75,f,f,0,f,s,00160,0,false
b,41.33,0,u,g,c,bb,15,t,f,0,f,g,00000,0,true
b,34.25,1.75,u,g,w,bb,0.25,t,f,0,t,g,00163,0,false
b,23.00,0.625,y,p,aa,v,0.125,t,f,0,f,g,00180,1,false
b,21.83,0.25,u,g,d,h,0.665,t,f,0,t,g,00000,0,true
b,41.75,0.96,u,g,x,v,2.5,t,f,0,f,g,00510,600,true
-,20.42,7.5,u,g,k,v,1.5,t,t,01,f,g,00160,234,true
-,45.33,1,u,g,q,v,0.125,f,f,0,t,g,00263,0,false
b,39.50,4.25,u,g,c,bb,6.5,t,t,16,f,g,00117,1210,true
b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,00000,0,false
b,60.08,14.5,u,g,ff,ff,18,t,t,15,t,g,00000,1000,true
b,38.17,10.125,u,g,x,v,2.5,t,t,06,f,g,00520,196,true
b,34.75,15,u,g,r,n,5.375,t,t,09,t,g,00000,134,true
b,43.25,3,u,g,q,h,6,t,t,11,f,g,00080,0,true
b,34.92,5,u,g,x,h,7.5,t,t,06,t,g,00000,1000,true
a,24.75,3,u,g,q,h,1.835,t,t,19,f,g,00000,500,true
b,26.67,2.71,y,p,cc,v,5.25,t,t,01,f,g,00211,0,true
b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,00000,195,false
b,24.33,6.625,y,p,d,v,5.5,t,f,0,t,s,00100,0,true
a,68.67,15,u,g,e,z,0,t,t,14,f,g,00000,3376,true
b,16.25,0,y,p,aa,v,0.25,f,f,0,f,g,00060,0,false
b,25.75,0.5,u,g,c,v,1.46,t,t,05,t,g,00312,0,true
b,42.50,4.915,y,p,w,v,3.165,t,f,0,t,g,00052,1442,true
b,19.67,0.375,u,g,q,v,2,t,t,02,t,g,00080,0,true
a,26.17,2,u,g,j,j,0,f,f,0,t,g,00276,1,false
b,24.08,0.875,u,g,m,v,0.085,f,t,04,f,g,00254,1950,false
b,25.33,0.58,u,g,c,v,0.29,t,t,07,t,g,00096,5124,true
b,37.17,4,u,g,c,bb,5,t,f,0,t,s,00280,0,false
b,34.83,4,u,g,d,bb,12.5,t,f,0,t,g,-,0,false
b,36.17,18.125,u,g,w,v,0.085,f,f,0,f,g,00320,3552,false
b,24.83,2.75,u,g,c,v,2.25,t,t,06,f,g,-,600,true
a,27.42,14.5,u,g,x,h,3.085,t,t,01,f,g,00120,11,true
b,19.42,6.5,u,g,w,h,1.46,t,t,07,f,g,00080,2954,true
b,33.58,2.75,u,g,m,v,4.25,t,t,06,f,g,00204,0,true
b,19.67,10,y,p,k,h,0.835,t,f,0,t,g,00140,0,false
b,27.83,1.5,u,g,w,v,2.25,f,t,01,t,g,00100,3,false
a,38.58,5,u,g,cc,v,13.5,t,f,0,t,g,00980,0,false
a,57.58,2,u,g,ff,ff,6.5,f,t,01,f,g,00000,10,false
b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,00100,1212,false
b,30.08,1.04,y,p,i,bb,0.5,t,t,10,t,g,00132,28,false
a,28.17,0.375,u,g,q,v,0.585,t,t,04,f,g,00080,0,true
b,44.00,2,u,g,m,v,1.75,t,t,02,t,g,00000,15,true
b,22.67,10.5,u,g,q,h,1.335,t,f,0,f,g,00100,0,true
a,22.50,8.5,u,g,q,v,1.75,t,t,10,f,g,00080,990,false
b,39.50,1.625,u,g,c,v,1.5,f,f,0,f,g,00000,316,false
b,28.25,5.04,y,p,c,bb,1.5,t,t,08,t,g,00144,7,true
b,48.58,6.5,u,g,q,h,6,t,f,0,t,g,00350,0,true
a,25.00,11,y,p,aa,v,4.5,t,f,0,f,g,00120,0,false
b,19.17,0,y,p,m,bb,0,f,f,0,t,s,00500,1,true
b,28.00,3,u,g,w,v,0.75,f,f,0,t,g,00300,67,false
b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,00348,0,false
a,31.25,3.75,u,g,cc,h,0.625,t,t,09,t,g,00181,0,true
a,44.33,0,u,g,c,v,2.5,t,f,0,f,g,00000,0,true
b,33.17,1,u,g,x,v,0.75,t,t,07,t,g,00340,4071,true
b,35.75,2.415,u,g,w,v,0.125,f,t,02,f,g,00220,1,false
a,23.25,5.875,u,g,q,v,3.17,t,t,10,f,g,00120,245,true
b,24.17,0.875,u,g,q,v,4.625,t,t,02,t,g,00520,2000,true
a,36.75,4.71,u,g,ff,ff,0,f,f,0,f,g,00160,0,false
a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,00180,50,false
a,25.42,1.125,u,g,q,v,1.29,t,t,02,f,g,00200,0,false
a,28.75,3.75,u,g,c,v,1.085,t,t,01,t,g,00371,0,true
a,33.75,0.75,u,g,k,bb,1,t,t,03,t,g,00212,0,false
b,37.50,0.835,u,g,e,v,0.04,f,f,0,f,g,00120,5,false
b,36.75,0.125,y,p,c,v,1.5,f,f,0,t,g,00232,113,true
b,28.92,15,u,g,c,h,5.335,t,t,11,f,g,00000,2283,true
b,19.00,0,y,p,ff,ff,0,f,t,04,f,g,00045,1,false
b,62.75,7,u,g,e,z,0,f,f,0,f,g,00000,12,false
b,47.67,0.29,u,g,c,bb,15,t,t,20,f,g,00000,15000,true
b,25.17,6,u,g,c,v,1,t,t,03,f,g,00000,0,true
b,34.50,4.04,y,p,i,bb,8.5,t,t,07,t,g,00195,0,true
b,43.17,5,u,g,i,bb,2.25,f,f,0,t,g,00141,0,false
b,24.75,0.54,u,g,m,v,1,f,f,0,t,g,00120,1,false
a,25.00,0.875,u,g,x,h,1.04,t,f,0,t,g,00160,5860,true
a,19.17,5.415,u,g,i,h,0.29,f,f,0,f,g,00080,484,false
b,36.25,5,u,g,c,bb,2.5,t,t,06,f,g,00000,367,true
b,22.08,0.83,u,g,c,h,2.165,f,f,0,t,g,00128,0,true
b,41.92,0.42,u,g,c,h,0.21,t,t,06,f,g,00220,948,true
b,32.33,7.5,u,g,e,bb,1.585,t,f,0,t,s,00420,0,false
b,39.25,9.5,u,g,m,v,6.5,t,t,14,f,g,00240,4607,true
b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,00136,1,false
b,41.58,1.75,u,g,k,v,0.21,t,f,0,f,g,00160,0,false
b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,00168,0,false
b,26.83,0.54,u,g,k,ff,0,f,f,0,f,g,00100,0,false
b,23.17,0,u,g,cc,v,0.085,t,f,0,f,g,00000,0,true
b,52.50,6.5,u,g,k,v,6.29,t,t,15,f,g,00000,11202,true
b,57.42,8.5,u,g,e,h,7,t,t,03,f,g,00000,0,true
a,52.17,0,y,p,ff,ff,0,f,f,0,f,g,00000,0,false
b,39.92,6.21,u,g,q,v,0.04,t,t,01,f,g,00200,300,true
a,20.75,10.25,u,g,q,v,0.71,t,t,02,t,g,00049,0,true
a,25.33,2.085,u,g,c,h,2.75,t,f,0,t,g,00360,1,false
b,32.75,1.5,u,g,cc,h,5.5,t,t,03,t,g,00000,0,true
b,26.17,0.25,u,g,i,bb,0,t,f,0,t,g,00000,0,true
b,48.17,7.625,u,g,w,h,15.5,t,t,12,f,g,00000,790,true
a,65.17,14,u,g,ff,ff,0,t,t,11,t,g,00000,1400,true
b,23.25,4,u,g,c,bb,0.25,t,f,0,t,g,00160,0,true
b,-,4,u,g,x,v,5,t,t,03,t,g,00290,2279,true
b,39.58,13.915,u,g,w,v,8.625,t,t,06,t,g,00070,0,true
b,28.25,5.125,u,g,x,v,4.75,t,t,02,f,g,00420,7,true
a,33.67,0.375,u,g,cc,v,0.375,f,f,0,f,g,00300,44,true
a,22.58,10.75,u,g,q,v,0.415,t,t,05,t,g,00000,560,true
b,36.33,3.79,u,g,w,v,1.165,t,f,0,t,g,00200,0,false
a,18.42,9.25,u,g,q,v,1.21,t,t,04,f,g,00060,540,true
b,23.08,2.5,u,g,c,v,1.085,t,t,11,t,g,00060,2184,true
b,38.42,0.705,u,g,c,v,0.375,f,t,02,f,g,00225,500,false
b,23.25,1,u,g,c,v,0.835,t,f,0,f,s,00300,0,true
b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,00340,0,false
a,24.50,1.75,y,p,c,v,0.165,f,f,0,f,g,00132,0,false
b,54.42,0.5,y,p,k,h,3.96,t,f,0,f,g,00180,314,true
b,18.83,3.54,y,p,ff,ff,0,f,f,0,t,g,00180,1,false
b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,00160,0,false
b,21.25,1.5,u,g,w,v,1.5,f,f,0,f,g,00150,8,true
b,32.42,3,u,g,d,v,0.165,f,f,0,t,g,00120,0,false
b,21.33,10.5,u,g,c,v,3,t,f,0,t,g,00000,0,true
b,-,5,y,p,aa,v,8.5,t,f,0,f,g,00000,0,false
a,18.83,9.54,u,g,aa,v,0.085,t,f,0,f,g,00100,0,true
b,16.25,0.835,u,g,m,v,0.085,t,f,0,f,s,00200,0,false
b,42.08,1.04,u,g,w,v,5,t,t,06,t,g,00500,10000,true
b,28.33,5,u,g,w,v,11,t,f,0,t,g,00070,0,true
b,20.17,9.25,u,g,c,v,1.665,t,t,03,t,g,00040,28,true
a,22.42,5.665,u,g,q,v,2.585,t,t,07,f,g,00129,3257,true
b,32.33,2.5,u,g,c,v,1.25,f,f,0,t,g,00280,0,false
b,40.92,2.25,y,p,x,h,10,t,f,0,t,g,00176,0,false
a,25.75,0.5,u,g,c,h,0.875,t,f,0,t,g,00491,0,true
b,16.33,2.75,u,g,aa,v,0.665,f,t,01,f,g,00080,21,false
a,21.25,2.335,u,g,i,bb,0.5,t,t,04,f,s,00080,0,true
b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,00000,0,false
a,28.58,3.54,u,g,i,bb,0.5,t,f,0,t,g,00171,0,false
a,57.08,0.335,u,g,i,bb,1,t,f,0,t,g,00252,2197,false
b,23.50,3.165,y,p,k,v,0.415,f,t,01,t,g,00280,80,false
a,60.92,5,u,g,aa,v,4,t,t,04,f,g,00000,99,true
b,27.58,2.04,y,p,aa,v,2,t,t,03,t,g,00370,560,true
a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,00000,0,false
b,31.00,2.085,u,g,c,v,0.085,f,f,0,f,g,00300,0,false
b,23.92,0.665,u,g,c,v,0.165,f,f,0,f,g,00100,0,true
b,26.75,1.125,u,g,x,h,1.25,t,f,0,f,g,00000,5298,true
b,34.08,2.5,u,g,c,v,1,f,f,0,f,g,00460,16,false
-,20.08,0.125,u,g,q,v,1,f,t,01,f,g,00240,768,true
b,48.25,25.085,u,g,w,v,1.75,t,t,03,f,g,00120,14,true
b,31.83,2.5,u,g,aa,v,7.5,t,f,0,t,g,00523,0,false
b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,00200,0,false
b,48.58,0.205,y,p,k,v,0.25,t,t,11,f,g,00380,2732,true
b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,00720,0,false
b,25.00,12,u,g,k,v,2.25,t,t,02,t,g,00120,5,false
b,29.67,0.75,y,p,c,v,0.04,f,f,0,f,g,00240,0,false
b,54.58,9.415,u,g,ff,ff,14.415,t,t,11,t,g,00030,300,true
b,17.25,3,u,g,k,v,0.04,f,f,0,t,g,00160,40,false
a,21.50,6,u,g,aa,v,2.5,t,t,03,f,g,00080,918,true
b,49.50,7.585,u,g,i,bb,7.585,t,t,15,t,g,00000,5000,true
b,26.67,1.75,y,p,c,v,1,t,t,05,t,g,00160,5777,true
a,-,11.25,u,g,ff,ff,0,f,f,0,f,g,-,5200,false
b,38.67,0.21,u,g,k,v,0.085,t,f,0,t,g,00280,0,true
a,24.50,2.415,y,p,c,v,0,f,f,0,f,g,00120,0,false
b,16.00,3.125,u,g,w,v,0.085,f,t,01,f,g,00000,6,false
b,22.75,11.5,u,g,i,v,0.415,f,f,0,f,g,00000,0,false
a,20.67,1.835,u,g,q,v,2.085,t,t,05,f,g,00220,2503,true
b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,00132,2,false
b,23.58,0.835,u,g,i,h,0.085,f,f,0,t,g,00220,5,false
b,51.33,10,u,g,i,bb,0,t,t,11,f,g,00000,1249,true
b,41.00,0.04,u,g,e,v,0.04,f,t,01,f,s,00560,0,true
b,39.83,0.5,u,g,m,v,0.25,t,f,0,f,s,00288,0,false
a,15.92,2.875,u,g,q,v,0.085,f,f,0,f,g,00120,0,false
b,22.67,1.585,y,p,w,v,3.085,t,t,06,f,g,00080,0,true
b,37.42,2.04,u,g,w,v,0.04,t,f,0,t,g,00400,5800,true
b,29.50,0.58,u,g,w,v,0.29,f,t,01,f,g,00340,2803,false
a,33.25,3,y,p,aa,v,2,f,f,0,f,g,00180,0,false
b,73.42,17.75,u,g,ff,ff,0,t,f,0,t,g,00000,0,true
b,24.50,13.335,y,p,aa,v,0.04,f,f,0,t,g,00120,475,false
b,20.25,9.96,u,g,e,dd,0,t,f,0,f,g,00000,0,true
b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,00080,0,false
a,28.50,1,u,g,q,v,1,t,t,02,t,g,00167,500,false
b,56.58,18.5,u,g,d,bb,15,t,t,17,t,g,00000,0,true
a,20.83,0.5,y,p,e,dd,1,f,f,0,f,g,00260,0,false
b,52.33,1.375,y,p,c,h,9.46,t,f,0,t,g,00200,100,false
b,25.42,0.54,u,g,w,v,0.165,f,t,01,f,g,00272,444,false
b,39.33,5.875,u,g,cc,h,10,t,t,14,t,g,00399,0,true
a,45.00,4.585,u,g,k,h,1,f,f,0,t,s,00240,0,false
b,33.75,2.75,u,g,i,bb,0,f,f,0,f,g,00180,0,false
a,30.42,1.375,u,g,w,h,0.04,f,t,03,f,g,00000,33,false
b,42.00,0.205,u,g,i,h,5.125,t,f,0,f,g,00400,0,true
a,19.50,0.165,u,g,q,v,0.04,f,f,0,t,g,00380,0,false
a,27.17,1.25,u,g,ff,ff,0,f,t,01,f,g,00092,300,false
b,40.25,21.5,u,g,e,z,20,t,t,11,f,g,00000,1200,true
b,18.67,5,u,g,q,v,0.375,t,t,02,f,g,00000,38,false
a,27.33,1.665,u,g,ff,ff,0,f,f,0,f,g,00340,1,false
a,49.83,13.585,u,g,k,h,8.5,t,f,0,t,g,00000,0,true
b,25.67,2.21,y,p,aa,v,4,t,f,0,f,g,00188,0,false
b,13.75,4,y,p,w,v,1.75,t,t,02,t,g,00120,1000,true
b,30.17,6.5,u,g,cc,v,3.125,t,t,08,f,g,00330,1200,true
b,29.67,1.415,u,g,w,h,0.75,t,t,01,f,g,00240,100,true
b,35.17,2.5,u,g,k,v,4.5,t,t,07,f,g,00150,1270,true
a,34.83,1.25,y,p,i,h,0.5,f,f,0,t,g,00160,0,false
b,24.42,12.335,u,g,q,h,1.585,t,f,0,t,g,00120,0,true
b,54.33,6.75,u,g,c,h,2.625,t,t,11,t,g,00000,284,true
b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,00100,4208,false
-,40.83,3.5,u,g,i,bb,0.5,f,f,0,f,s,01160,0,false
b,31.67,0.83,u,g,x,v,1.335,t,t,08,t,g,00303,3290,true
b,36.67,3.25,u,g,q,h,9,t,f,0,t,g,00102,639,true
b,17.42,6.5,u,g,i,v,0.125,f,f,0,f,g,00060,100,false
a,27.67,1.5,u,g,m,v,2,t,f,0,f,s,00368,0,false
b,39.08,6,u,g,m,v,1.29,t,t,05,t,g,00108,1097,true
b,44.25,11,y,p,d,v,1.5,t,f,0,f,s,00000,0,false
b,62.50,12.75,y,p,c,h,5,t,f,0,f,g,00112,0,false
b,39.17,1.625,u,g,c,v,1.5,t,t,10,f,g,00186,4700,true
a,35.42,12,u,g,q,h,14,t,t,08,f,g,00000,6590,true
b,20.42,0,-,-,-,-,0,f,f,0,f,p,-,0,false
a,22.42,11.25,y,p,x,h,0.75,t,t,04,f,g,00000,321,true
b,38.58,3.335,u,g,w,v,4,t,t,14,f,g,00383,1344,true
a,21.75,1.75,y,p,j,j,0,f,f,0,f,g,00160,0,false
b,32.92,2.5,u,g,aa,v,1.75,f,t,02,t,g,00720,0,false
b,19.58,0.585,u,g,ff,ff,0,f,t,03,f,g,00350,769,false
a,35.75,0.915,u,g,aa,v,0.75,t,t,04,f,g,00000,1583,true
b,32.25,0.165,y,p,c,h,3.25,t,t,01,t,g,00432,8000,true
a,17.33,9.5,u,g,aa,v,1.75,f,t,10,t,g,00000,10,false
b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,00170,179,false
a,40.83,10,u,g,q,h,1.75,t,f,0,f,g,00029,837,true
a,37.75,5.5,u,g,q,v,0.125,t,f,0,t,g,00228,0,true
a,49.00,1.5,u,g,j,j,0,t,f,0,t,g,00100,27,false
a,47.42,3,u,g,x,v,13.875,t,t,02,t,g,00519,1704,true
b,59.67,1.54,u,g,q,v,0.125,t,f,0,t,g,00260,0,true
a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,00440,0,false
b,20.50,10,y,p,c,v,2.5,t,f,0,f,s,00040,0,true
a,16.92,0.5,u,g,i,v,0.165,f,t,06,t,g,00240,35,false
b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,00280,204,false
b,18.08,6.75,y,p,m,v,0.04,f,f,0,f,g,00140,0,false
b,76.75,22.29,u,g,e,z,12.75,t,t,01,t,g,00000,109,true
a,46.67,0.46,u,g,cc,h,0.415,t,t,11,t,g,00440,6,true
b,25.08,1.71,u,g,x,v,1.665,t,t,01,t,g,00395,20,true
b,23.08,11.5,u,g,w,h,2.125,t,t,11,t,g,00290,284,true
b,37.50,1.75,y,p,c,bb,0.25,t,f,0,t,g,00164,400,false
a,58.42,21,u,g,i,bb,10,t,t,13,f,g,00000,6700,true
b,21.92,0.5,u,g,c,v,0.125,f,f,0,f,g,00360,0,false
b,18.08,5.5,u,g,k,v,0.5,t,f,0,f,g,00080,0,true
b,57.83,7.04,u,g,m,v,14,t,t,06,t,g,00360,1332,true
b,17.50,22,l,gg,ff,o,0,f,f,0,t,p,00450,100000,true
b,52.42,1.5,u,g,d,v,3.75,f,f,0,t,g,00000,350,false
b,41.50,1.54,u,g,i,bb,3.5,f,f,0,f,g,00216,0,true
b,23.42,1,u,g,c,v,0.5,f,f,0,t,s,00280,0,false
b,21.00,4.79,y,p,w,v,2.25,t,t,01,t,g,00080,300,true
b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,00108,7,false
